UID,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,anomaly,anomaly_score
5860,L53039,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0,1,0.14817021068514907
5861,L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,1,0.1531068505284615
5862,L53041,L,301.3,311.0,1554,47.7,84,0,0,0,0,0,0,1,0.15179989876199707
5863,L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0,1,0.1661139082427125
5864,M20723,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0,1,0.09270493835892984
5865,M20724,M,301.4,311.0,1486,36.5,91,0,0,0,0,0,0,1,0.16340450002421514
5866,M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0,1,0.15213217019059094
5867,L53046,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0,1,0.16257918132442445
5868,L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0,1,0.16157724722905226
5869,L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0,1,0.11354245274628388
5870,L53049,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0,1,0.02395460415616746
5871,L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0,1,0.015618566827366731
5872,L53051,L,301.5,311.1,1469,49.5,107,0,0,0,0,0,0,1,0.15592126386588073
5873,M20732,M,301.5,311.0,1504,42.6,109,0,0,0,0,0,0,1,0.16392162454828568
5874,M20733,M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0,1,0.1511126863858876
5875,M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,1,0.13990838987082233
5876,M20735,M,301.5,311.0,1577,39.7,118,0,0,0,0,0,0,1,0.160337429107216
5877,L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0,1,0.1490911505121975
5878,L53057,L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,1,0.16333676791433022
5879,L53058,L,301.4,311.0,1533,45.8,125,0,0,0,0,0,0,1,0.15560971603361035
5880,L53059,L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0,1,0.12404392513918938
5881,L53060,L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0,1,0.15287287597558574
5882,L53061,L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0,1,0.05226453246569507
5883,L53062,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,1,0.15953411696694458
5884,L53063,L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0,1,0.09391544015513298
5885,M20744,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0,1,0.1622296686360758
5886,L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,1,0.1256029852055533
5887,L53066,L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0,1,0.16005580276611914
5888,H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,1,0.16071232318448275
5889,M20748,M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0,1,0.16228937548104272
5890,M20749,M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0,1,0.07062843810146735
5891,L53070,L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0,1,0.14513898554328053
5892,L53071,L,301.4,311.0,1334,53.3,157,0,0,0,0,0,0,1,0.11205405243792421
5893,L53072,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0,1,0.16234592494520317
5894,M20753,M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0,1,0.13971171182857423
5895,L53074,L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0,1,0.16427166386855013
5896,M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0,1,0.16526464517164235
5897,L53076,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,1,0.07965154196095192
5898,M20757,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0,1,0.1710803459677206
5899,L53078,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0,1,0.09023974347722974
5900,H35313,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,1,0.1302221323471615
5901,M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,1,0.17519431620414666
5902,L53081,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0,1,0.1688185903538455
5903,L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,1,0.16463299671018455
5904,L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,1,0.07715704451535155
5905,M20764,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,1,0.10439152520111306
5906,H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,1,0.15574614067738474
5907,L53086,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,1,0.16395038787956934
5908,H35321,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,1,0.15875159557539859
5909,M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,1,0.16692664084534242
5910,H35323,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,1,0.06582217635952248
5911,M20770,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,1,0.1704684047655527
5912,M20771,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,1,0.04458897976912335
5913,M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,1,0.1366700650077759
5914,H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,1,0.14830664223922396
5915,L53094,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,1,0.16121191246824845
5916,M20775,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,1,0.17182626069507645
5917,L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,1,0.1595327901434428
5918,L53097,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,1,0.13409652652994458
5919,L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,1,0.16313553378053697
5920,L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,1,0.1531277178560303
5921,L53100,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0,1,0.10133473573835883
5922,L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,1,0.1168124078848044
5923,L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,1,0.17126643957610882
5924,M20783,M,300.4,310.3,1537,35.0,33,0,0,0,0,0,0,1,0.16556800080493184
5925,L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,1,0.1518295244211399
5926,M20785,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,1,0.13929226725831306
5927,L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,1,0.14833972524046757
5928,L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,1,0.13427483774705107
5929,M20788,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,1,0.16392019906032634
5930,L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,1,0.16889992372192975
5931,L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,1,0.15107335162437596
5932,L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,1,0.13160102796364714
5933,L53112,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,1,0.17336016970416657
5934,L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,1,0.15871871455785364
5935,H35348,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,1,0.15961543466743716
5936,L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,1,0.15054012630391977
5937,M20796,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,1,0.17268434555602347
5938,M20797,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,1,0.17643740426835075
5939,L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,1,0.1412100204201665
5940,L53119,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,1,0.10355974569942111
5941,M20800,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,1,0.14956976940222444
5942,L53121,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,1,0.1675640009880916
5943,L53122,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,1,0.17854135933809512
5944,L53123,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,1,0.17151702406243402
5945,M20804,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,1,0.18061451951025936
5946,M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,1,0.16543692154099804
5947,L53126,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,1,0.16704557841692486
5948,M20807,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,1,0.17455670549772256
5949,L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,1,0.023036606315975927
5950,M20809,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,1,0.1702458502344743
5951,L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,1,0.14166220829439524
5952,L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,1,0.14357571892548093
5953,L53132,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,1,0.15896111920494455
5954,M20813,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,1,0.177559507305453
5955,L53134,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,1,0.11379826513695446
5956,L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,1,0.14733027750054495
5957,L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,1,0.17515242179725599
5958,L53137,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,1,0.1584418843327821
5959,L53138,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,1,0.17630577402624087
5960,L53139,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,1,0.15255005091441265
5961,L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,1,0.16039481898039049
5962,L53141,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,1,0.1477588864126096
5963,L53142,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,1,0.11585963373678715
5964,H35377,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,1,0.15050761904159782
5965,H35378,H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,1,0.15054787616373583
5966,H35379,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,1,0.17226860411053657
5967,L53146,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,1,0.15774663941257883
5968,L53147,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,1,0.15156838193761069
5969,L53148,L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,1,0.12687936599332206
5970,M20829,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,1,0.1670692553700447
5971,L53150,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,1,0.17118379296212988
5972,L53151,L,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,1,0.15642690355765904
5973,L53152,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,1,0.1720690054924876
5974,L53153,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,1,0.14587342954626425
5975,L53154,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,1,0.18264726230442718
5976,H35389,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,1,0.13949507737479155
5977,H35390,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,1,0.15714249082845555
5978,L53157,L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,1,0.13386929260675257
5979,L53158,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,1,0.17509317114748935
5980,H35393,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,1,0.17298838949140083
5981,M20840,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,1,0.14937718265800926
5982,M20841,M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,1,0.15302817586364742
5983,L53162,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,1,0.17644224471832598
5984,H35397,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,1,0.17567605386189367
5985,H35398,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,1,0.14425021993411852
5986,L53165,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,1,0.14195356668413356
5987,L53166,L,300.6,310.7,1440,52.5,200,0,0,0,0,0,0,1,0.15602288059913588
5988,L53167,L,300.7,310.8,1608,39.5,202,0,0,0,0,0,0,1,0.16331579594514095
5989,H35402,H,300.7,310.8,1296,58.2,204,0,0,0,0,0,0,1,0.09545652802204019
5990,L53169,L,300.7,310.7,1507,46.1,209,0,0,0,0,0,0,1,0.16992256389088983
5991,M20850,M,300.7,310.7,1343,51.6,211,0,0,0,0,0,0,1,0.14874817153174535
5992,L53171,L,300.7,310.7,1416,40.4,214,0,0,0,0,0,0,1,0.16808525143081865
5993,L53172,L,300.7,310.6,1288,47.2,216,0,0,0,0,0,0,1,0.12121659955959169
5994,M20853,M,300.7,310.6,1407,42.4,218,0,0,0,0,0,0,1,0.16935882799295116
5995,L53174,L,300.6,310.4,1608,39.2,221,0,0,0,0,0,0,1,0.16326515311358525
5996,L53175,L,300.6,310.3,1920,22.3,223,0,0,0,0,0,0,1,0.0719125417402775
5997,M20856,M,300.5,310.2,1386,48.2,225,0,0,0,0,0,0,1,0.15830359656879833
5998,M20857,M,300.5,310.2,1571,34.6,228,0,0,0,0,0,0,1,0.16348505528070134
5999,M20858,M,300.4,310.2,1613,36.9,231,0,0,0,0,0,0,1,0.1534097205690782
6000,M20859,M,300.4,310.2,1671,30.5,234,1,1,0,0,0,0,1,0.13684159179781086
6001,H35414,H,300.4,310.2,1431,43.2,0,0,0,0,0,0,0,1,0.1661403555257795
6002,M20861,M,300.4,310.2,1380,47.3,5,0,0,0,0,0,0,1,0.15432235418555718
6003,L53182,L,300.5,310.3,1683,31.5,8,0,0,0,0,0,0,1,0.14259774771539674
6004,L53183,L,300.4,310.2,1529,36.2,10,0,0,0,0,0,0,1,0.16739839662636202
6005,L53184,L,300.5,310.4,1761,26.5,12,0,0,0,0,0,0,1,0.10951534256081874
6006,L53185,L,300.6,310.5,1570,38.3,14,0,0,0,0,0,0,1,0.17641376611173604
6007,M20866,M,300.6,310.5,2156,18.0,16,0,0,0,0,0,0,1,0.03036162224410055
6008,M20867,M,300.7,310.6,1349,54.5,19,0,0,0,0,0,0,1,0.1381460021145145
6009,L53188,L,300.7,310.7,1431,39.3,22,0,0,0,0,0,0,1,0.1739616076514866
6010,L53189,L,300.6,310.6,1931,22.0,24,0,0,0,0,0,0,1,0.06837588162982822
6011,H35424,H,300.7,310.7,1428,43.4,26,0,0,0,0,0,0,1,0.17278143683333214
6012,L53191,L,300.8,310.8,1564,36.2,31,0,0,0,0,0,0,1,0.17598533073345418
6013,H35426,H,300.8,310.9,1425,44.0,33,0,0,0,0,0,0,1,0.1699808277559231
6014,L53193,L,300.7,310.8,1597,30.5,38,0,0,0,0,0,0,1,0.15546476098125295
6015,H35428,H,300.8,310.8,1618,32.8,40,0,0,0,0,0,0,1,0.15634768601424992
6016,M20875,M,300.8,310.8,1520,38.0,45,0,0,0,0,0,0,1,0.17529483736125906
6017,L53196,L,300.7,310.7,1425,45.3,48,0,0,0,0,0,0,1,0.1703184194372821
6018,L53197,L,300.8,310.9,1398,38.2,50,0,0,0,0,0,0,1,0.16209398685492027
6019,M20878,M,300.8,310.9,1557,31.6,52,0,0,0,0,0,0,1,0.15352810078005297
6020,L53199,L,300.7,310.8,1519,43.9,55,0,0,0,0,0,0,1,0.17073373512864637
6021,L53200,L,300.7,310.8,1619,34.9,57,0,0,0,0,0,0,1,0.15631105939144052
6022,L53201,L,300.7,310.8,1814,21.4,59,0,0,0,0,0,0,1,0.09109273514615218
6023,L53202,L,300.7,310.9,1521,39.4,61,0,0,0,0,0,0,1,0.17639978619678137
6024,M20883,M,300.7,310.9,1369,51.2,63,0,0,0,0,0,0,1,0.15207398840333664
6025,L53204,L,300.7,310.9,1356,65.3,66,1,0,0,1,0,0,1,0.07347441110168884
6026,L53205,L,300.7,311.0,1336,53.3,68,0,0,0,0,0,0,1,0.1283787714643591
6027,L53206,L,300.7,311.0,1403,48.3,70,0,0,0,0,0,0,1,0.1613553286130736
6028,M20887,M,300.7,311.0,1413,44.3,72,0,0,0,0,0,0,1,0.16646720943012905
6029,L53208,L,300.6,310.9,1472,47.6,75,0,0,0,0,0,0,1,0.17064480235916174
6030,M20889,M,300.7,310.8,1452,47.9,77,0,0,0,0,0,0,1,0.1699391308612378
6031,L53210,L,300.6,310.7,1397,53.7,80,0,0,0,0,0,0,1,0.14352176620997875
6032,L53211,L,300.6,310.7,1455,40.6,82,0,0,0,0,0,0,1,0.17851330571273205
6033,L53212,L,300.7,310.8,1754,27.7,84,0,0,0,0,0,0,1,0.1227465263026985
6034,L53213,L,300.6,310.9,1471,37.9,86,0,0,0,0,0,0,1,0.1763989350501317
6035,M20894,M,300.6,310.8,1389,48.1,88,0,0,0,0,0,0,1,0.16275217399075093
6036,M20895,M,300.6,310.9,1702,30.3,91,0,0,0,0,0,0,1,0.1424481592860532
6037,M20896,M,300.6,311.0,1401,54.6,94,0,0,0,0,0,0,1,0.13755733992191171
6038,L53217,L,300.7,311.1,1426,46.2,97,0,0,0,0,0,0,1,0.15952174029919725
6039,L53218,L,300.7,311.0,1496,38.3,99,0,0,0,0,0,0,1,0.1770286074758351
6040,L53219,L,300.6,310.9,1433,42.6,101,0,0,0,0,0,0,1,0.17606778499676295
6041,M20900,M,300.7,311.1,1438,46.6,103,0,0,0,0,0,0,1,0.16622597218459068
6042,M20901,M,300.7,311.0,1418,49.3,106,0,0,0,0,0,0,1,0.16148120215327322
6043,M20902,M,300.8,311.0,1580,36.6,109,0,0,0,0,0,0,1,0.1727324416964222
6044,M20903,M,300.7,310.9,1468,41.8,112,0,0,0,0,0,0,1,0.1788477524217914
6045,M20904,M,300.8,310.9,1522,41.7,115,0,0,0,0,0,0,1,0.17550529156052258
6046,L53225,L,300.8,310.9,1311,55.8,118,0,0,0,0,0,0,1,0.10737785398381727
6047,L53226,L,300.9,311.0,1316,56.5,120,0,0,0,0,0,0,1,0.10347517441631837
6048,H35461,H,300.9,311.0,1853,23.6,122,0,0,0,0,0,0,1,0.07916130004864674
6049,M20908,M,300.9,311.0,1556,38.8,127,0,0,0,0,0,0,1,0.17436025919352016
6050,M20909,M,300.9,311.0,1567,34.3,130,0,0,0,0,0,0,1,0.16482288608301832
6051,M20910,M,300.9,311.1,1546,37.7,133,0,0,0,0,0,0,1,0.16953406124544146
6052,L53231,L,300.9,311.0,1382,51.2,136,0,0,0,0,0,0,1,0.15192365821655324
6053,L53232,L,300.9,311.0,2003,20.2,138,0,0,0,0,0,0,1,0.03976329114997057
6054,L53233,L,300.8,310.9,1748,29.9,140,0,0,0,0,0,0,1,0.13615713137833385
6055,H35468,H,300.7,310.8,1518,40.1,142,0,0,0,0,0,0,1,0.17407823198087707
6056,L53235,L,300.7,310.8,1475,42.0,147,0,0,0,0,0,0,1,0.17990321867159503
6057,L53236,L,300.8,310.8,1634,29.2,149,0,0,0,0,0,0,1,0.14888587752545634
6058,L53237,L,300.8,310.8,1689,32.9,151,0,0,0,0,0,0,1,0.14872373859599025
6059,M20918,M,300.9,310.9,1636,35.3,153,0,0,0,0,0,0,1,0.1559621869806389
6060,L53239,L,300.9,311.0,2235,15.8,156,0,0,0,0,0,0,-1,-0.01824950042335438
6061,L53240,L,301.0,311.1,1615,35.6,158,0,0,0,0,0,0,1,0.15102293484519747
6062,H35475,H,301.1,311.1,1618,29.5,160,0,0,0,0,0,0,1,0.1442088150364591
6063,M20922,M,301.1,311.2,1407,53.0,165,0,0,0,0,0,0,1,0.13456352542904565
6064,L53243,L,301.1,311.1,1450,43.3,168,0,0,0,0,0,0,1,0.17145123026588044
6065,L53244,L,301.1,311.1,1889,23.8,170,0,0,0,0,0,0,1,0.07584336660540258
6066,L53245,L,301.0,310.9,1568,38.2,172,0,0,0,0,0,0,1,0.17379927839319792
6067,L53246,L,301.0,311.0,1804,25.8,174,0,0,0,0,0,0,1,0.09807347750110401
6068,L53247,L,301.0,311.0,1582,37.5,176,0,0,0,0,0,0,1,0.1695153158815198
6069,M20928,M,301.0,310.9,2047,17.9,178,0,0,0,0,0,0,1,0.02349925336689429
6070,L53249,L,300.9,310.9,1601,34.0,181,0,0,0,0,0,0,1,0.15979102728559902
6071,L53250,L,300.9,310.9,1615,32.0,183,0,0,0,0,0,0,1,0.15270950357445923
6072,M20931,M,300.9,310.8,1452,43.6,185,0,0,0,0,0,0,1,0.17628417963850868
6073,M20932,M,300.9,310.8,1695,30.2,188,0,0,0,0,0,0,1,0.1446921469285612
6074,M20933,M,300.9,310.8,1790,26.2,191,0,0,0,0,0,0,1,0.11013296756665214
6075,M20934,M,301.0,310.8,1533,39.3,194,0,0,0,0,0,0,1,0.17481349991463402
6076,L53255,L,301.0,310.9,1813,28.5,197,0,0,0,0,0,0,1,0.11413932760830553
6077,L53256,L,301.0,310.9,1492,36.7,199,0,0,0,0,0,0,1,0.1728015830851944
6078,L53257,L,300.9,310.7,1479,43.3,201,0,0,0,0,0,0,1,0.1807045704282102
6079,L53258,L,300.8,310.7,1339,59.1,203,1,0,0,0,1,0,1,0.11295788563896209
6080,M20939,M,300.8,310.7,1371,44.7,205,0,0,0,0,0,0,1,0.16596200833437563
6081,L53260,L,300.9,310.7,1468,36.2,208,0,0,0,0,0,0,1,0.17223860823334997
6082,L53261,L,300.9,310.7,1517,41.7,210,0,0,0,0,0,0,1,0.17630091512951057
6083,L53262,L,300.9,310.7,1352,46.4,212,0,0,0,0,0,0,1,0.15193492291688204
6084,L53263,L,300.9,310.7,1389,50.0,214,0,0,0,0,0,0,1,0.15940265258937786
6085,M20944,M,300.8,310.6,1505,36.2,0,0,0,0,0,0,0,1,0.17598446597410972
6086,L53265,L,300.9,310.6,1538,36.7,3,0,0,0,0,0,0,1,0.1755949306571865
6087,L53266,L,300.9,310.8,1482,37.0,5,0,0,0,0,0,0,1,0.17541166479017267
6088,M20947,M,300.9,310.8,1599,33.0,7,0,0,0,0,0,0,1,0.16060343512610048
6089,L53268,L,300.9,310.8,1476,39.0,10,0,0,0,0,0,0,1,0.1764750365494268
6090,L53269,L,300.9,310.7,1509,37.5,12,0,0,0,0,0,0,1,0.17505448116928307
6091,L53270,L,300.9,310.8,1708,29.1,14,0,0,0,0,0,0,1,0.13868357282733024
6092,L53271,L,300.9,310.7,1412,57.5,16,0,0,0,0,0,1,1,0.12340027842853485
6093,L53272,L,300.9,310.7,1658,28.5,18,0,0,0,0,0,0,1,0.1412037743427939
6094,L53273,L,301.0,310.8,1375,57.2,20,0,0,0,0,0,0,1,0.12202762267010514
6095,M20954,M,300.9,310.8,1402,48.1,22,0,0,0,0,0,0,1,0.16230472226166537
6096,M20955,M,300.9,310.7,1452,47.3,25,0,0,0,0,0,0,1,0.17116582024716748
6097,M20956,M,300.8,310.7,1483,40.8,28,0,0,0,0,0,0,1,0.18290069558692945
6098,H35511,H,300.9,310.8,1477,38.4,31,0,0,0,0,0,0,1,0.1764059970120309
6099,M20958,M,300.8,310.7,1924,22.4,36,0,0,0,0,0,0,1,0.07311303923297163
6100,H35513,H,300.9,310.7,1609,28.7,39,0,0,0,0,0,0,1,0.14541775312537736
6101,M20960,M,300.8,310.7,1886,21.1,44,0,0,0,0,0,0,1,0.07712048550919737
6102,L53281,L,300.7,310.6,1616,29.6,47,0,0,0,0,0,0,1,0.1485123932541863
6103,L53282,L,300.7,310.7,1442,43.2,49,0,0,0,0,0,0,1,0.1770009912384935
6104,L53283,L,300.8,310.8,1407,45.1,51,0,0,0,0,0,0,1,0.16642274715253208
6105,M20964,M,300.8,310.8,1461,41.3,53,0,0,0,0,0,0,1,0.17724903315364227
6106,M20965,M,300.8,310.9,1522,46.2,56,0,0,0,0,0,0,1,0.16738840864561333
6107,L53286,L,300.9,311.0,1432,48.1,59,0,0,0,0,0,0,1,0.1653435119017621
6108,L53287,L,300.9,311.0,1438,49.0,61,0,0,0,0,0,0,1,0.1588730854115578
6109,M20968,M,300.8,310.9,1678,28.1,63,0,0,0,0,0,0,1,0.13975008359477825
6110,M20969,M,300.8,310.9,1514,38.7,66,0,0,0,0,0,0,1,0.1773876916422089
6111,L53290,L,300.7,310.8,1534,41.3,69,0,0,0,0,0,0,1,0.17426894253030673
6112,M20971,M,300.7,310.8,1486,41.2,71,0,0,0,0,0,0,1,0.17886234081675134
6113,L53292,L,300.7,310.8,1925,22.0,74,0,0,0,0,0,0,1,0.06918107953490271
6114,M20973,M,300.7,310.8,1724,30.0,76,0,0,0,0,0,0,1,0.14087865433053953
6115,M20974,M,300.8,310.8,1549,35.5,79,0,0,0,0,0,0,1,0.16817837012633752
6116,L53295,L,300.8,310.9,1457,47.7,82,0,0,0,0,0,0,1,0.17019608603997038
6117,L53296,L,300.8,310.9,1453,43.9,84,0,0,0,0,0,0,1,0.17826742740167395
6118,L53297,L,300.8,311.0,1578,44.4,86,0,0,0,0,0,0,1,0.16177940495239918
6119,M20978,M,300.9,311.1,1325,61.4,88,0,0,0,0,0,0,1,0.0790202145970279
6120,L53299,L,300.9,311.1,1471,39.3,91,0,0,0,0,0,0,1,0.1742640098533032
6121,M20980,M,300.9,311.2,1472,40.0,93,0,0,0,0,0,0,1,0.17180971685293112
6122,L53301,L,300.9,311.1,1457,37.4,96,0,0,0,0,0,0,1,0.16704444268349078
6123,L53302,L,301.0,311.0,1402,55.3,98,0,0,0,0,0,0,1,0.1286349213350877
6124,L53303,L,300.9,310.9,1477,41.5,100,0,0,0,0,0,0,1,0.17845166034822574
6125,M20984,M,300.9,310.9,1727,30.1,102,0,0,0,0,0,0,1,0.1401781052938248
6126,L53305,L,300.9,310.9,1995,20.2,105,0,0,0,0,0,0,1,0.03777667849340238
6127,L53306,L,300.9,310.9,1370,52.5,107,0,0,0,0,0,0,1,0.14493140620898715
6128,L53307,L,300.9,310.9,1228,66.4,109,0,0,0,0,0,0,1,0.026986460770473175
6129,L53308,L,300.9,311.0,1499,38.0,111,0,0,0,0,0,0,1,0.17467517899110063
6130,M20989,M,301.0,311.0,1508,46.9,113,0,0,0,0,0,0,1,0.16510126482308346
6131,L53310,L,301.0,310.9,1473,44.2,116,0,0,0,0,0,0,1,0.17493316009556592
6132,H35545,H,301.0,311.0,1640,37.6,118,0,0,0,0,0,0,1,0.15554669939175975
6133,L53312,L,301.1,311.1,1429,42.5,123,0,0,0,0,0,0,1,0.168772293222329
6134,L53313,L,301.1,311.1,1470,40.9,125,0,0,0,0,0,0,1,0.17353388722478613
6135,L53314,L,301.0,311.0,1581,37.0,127,0,0,0,0,0,0,1,0.16870611633322868
6136,L53315,L,301.0,310.9,1740,28.9,129,0,0,0,0,0,0,1,0.13342023208011916
6137,H35550,H,300.9,310.8,1390,40.6,131,0,0,0,0,0,0,1,0.1649404836453841
6138,M20997,M,300.9,310.8,1988,19.7,136,0,0,0,0,0,0,1,0.03536277330313209
6139,M20998,M,300.8,310.7,1452,43.0,139,0,0,0,0,0,0,1,0.18020319080238667
6140,L53319,L,300.8,310.7,1586,33.4,142,0,0,0,0,0,0,1,0.16384126017983258
6141,L53320,L,300.8,310.7,1589,34.3,144,0,0,0,0,0,0,1,0.16804486299242327
6142,L53321,L,300.8,310.8,1486,45.7,146,0,0,0,0,0,0,1,0.17214235978149445
6143,L53322,L,300.9,310.9,1755,27.9,148,0,0,0,0,0,0,1,0.12434743784971841
